from,to,category,category_A,NameSpace_A,ID_A,Name_A,category_B,NameSpace_B,ID_B,Name_B,PubMed,Source,Data_Source_Relationship
MeSH:D001172,GeneID:231,Disease-Protein,Disease,MeSH,D001172,"Arthritis, Rheumatoid",Protein,GeneID,231,AKR1B1,,TTD,
MeSH:D001172,GeneID:2908,Disease-Protein,Disease,MeSH,D001172,"Arthritis, Rheumatoid",Protein,GeneID,2908,NR3C1,,TTD,
MeSH:D001172,GeneID:3458,Disease-Protein,Disease,MeSH,D001172,"Arthritis, Rheumatoid",Protein,GeneID,3458,IFNG,,TTD,
MeSH:D001172,GeneID:3551,Disease-Protein,Disease,MeSH,D001172,"Arthritis, Rheumatoid",Protein,GeneID,3551,IKBKB,,TTD,
MeSH:D001172,GeneID:3554,Disease-Protein,Disease,MeSH,D001172,"Arthritis, Rheumatoid",Protein,GeneID,3554,IL1R1,,TTD,
MeSH:D001172,GeneID:3565,Disease-Protein,Disease,MeSH,D001172,"Arthritis, Rheumatoid",Protein,GeneID,3565,IL4,,TTD,
MeSH:D001172,GeneID:3570,Disease-Protein,Disease,MeSH,D001172,"Arthritis, Rheumatoid",Protein,GeneID,3570,IL6R,,TTD,
MeSH:D001172,GeneID:3572,Disease-Protein,Disease,MeSH,D001172,"Arthritis, Rheumatoid",Protein,GeneID,3572,IL6ST,,TTD,
MeSH:D001172,GeneID:3592,Disease-Protein,Disease,MeSH,D001172,"Arthritis, Rheumatoid",Protein,GeneID,3592,IL12A,,TTD,
MeSH:D001172,GeneID:3596,Disease-Protein,Disease,MeSH,D001172,"Arthritis, Rheumatoid",Protein,GeneID,3596,IL13,,TTD,
MeSH:D001172,GeneID:3600,Disease-Protein,Disease,MeSH,D001172,"Arthritis, Rheumatoid",Protein,GeneID,3600,IL15,,TTD,
MeSH:D001172,GeneID:3605,Disease-Protein,Disease,MeSH,D001172,"Arthritis, Rheumatoid",Protein,GeneID,3605,IL17A,,TTD,
MeSH:D001172,GeneID:3606,Disease-Protein,Disease,MeSH,D001172,"Arthritis, Rheumatoid",Protein,GeneID,3606,IL18,,TTD,
MeSH:D001172,GeneID:3676,Disease-Protein,Disease,MeSH,D001172,"Arthritis, Rheumatoid",Protein,GeneID,3676,ITGA4,,TTD,
MeSH:D001172,GeneID:3688,Disease-Protein,Disease,MeSH,D001172,"Arthritis, Rheumatoid",Protein,GeneID,3688,ITGB1,,TTD,
MeSH:D001172,GeneID:3695,Disease-Protein,Disease,MeSH,D001172,"Arthritis, Rheumatoid",Protein,GeneID,3695,ITGB7,,TTD,
MeSH:D001172,GeneID:3717,Disease-Protein,Disease,MeSH,D001172,"Arthritis, Rheumatoid",Protein,GeneID,3717,JAK2,,TTD,
MeSH:D001172,GeneID:3718,Disease-Protein,Disease,MeSH,D001172,"Arthritis, Rheumatoid",Protein,GeneID,3718,JAK3,,TTD,
MeSH:D001172,GeneID:3725,Disease-Protein,Disease,MeSH,D001172,"Arthritis, Rheumatoid",Protein,GeneID,3725,JUN,,TTD,
MeSH:D001172,GeneID:3976,Disease-Protein,Disease,MeSH,D001172,"Arthritis, Rheumatoid",Protein,GeneID,3976,LIF,,TTD,
MeSH:D001172,GeneID:4049,Disease-Protein,Disease,MeSH,D001172,"Arthritis, Rheumatoid",Protein,GeneID,4049,LTA,,TTD,
MeSH:D001172,GeneID:4282,Disease-Protein,Disease,MeSH,D001172,"Arthritis, Rheumatoid",Protein,GeneID,4282,MIF,,TTD,
MeSH:D001172,GeneID:4317,Disease-Protein,Disease,MeSH,D001172,"Arthritis, Rheumatoid",Protein,GeneID,4317,MMP8,,TTD,
MeSH:D001172,GeneID:4318,Disease-Protein,Disease,MeSH,D001172,"Arthritis, Rheumatoid",Protein,GeneID,4318,MMP9,,TTD,
MeSH:D001172,GeneID:4615,Disease-Protein,Disease,MeSH,D001172,"Arthritis, Rheumatoid",Protein,GeneID,4615,MYD88,,TTD,
MeSH:D001172,GeneID:4791,Disease-Protein,Disease,MeSH,D001172,"Arthritis, Rheumatoid",Protein,GeneID,4791,NFKB2,,TTD,
MeSH:D001172,GeneID:5008,Disease-Protein,Disease,MeSH,D001172,"Arthritis, Rheumatoid",Protein,GeneID,5008,OSM,,TTD,
MeSH:D001172,GeneID:5027,Disease-Protein,Disease,MeSH,D001172,"Arthritis, Rheumatoid",Protein,GeneID,5027,P2RX7,,TTD,
MeSH:D001172,GeneID:54106,Disease-Protein,Disease,MeSH,D001172,"Arthritis, Rheumatoid",Protein,GeneID,54106,TLR9,,TTD,
MeSH:D001172,GeneID:5600,Disease-Protein,Disease,MeSH,D001172,"Arthritis, Rheumatoid",Protein,GeneID,5600,MAPK11,,TTD,
MeSH:D001172,GeneID:5742,Disease-Protein,Disease,MeSH,D001172,"Arthritis, Rheumatoid",Protein,GeneID,5742,PTGS1,,TTD,
MeSH:D001172,GeneID:5743,Disease-Protein,Disease,MeSH,D001172,"Arthritis, Rheumatoid",Protein,GeneID,5743,PTGS2,,TTD,
MeSH:D001172,GeneID:5970,Disease-Protein,Disease,MeSH,D001172,"Arthritis, Rheumatoid",Protein,GeneID,5970,RELA,,TTD,
MeSH:D001172,GeneID:6300,Disease-Protein,Disease,MeSH,D001172,"Arthritis, Rheumatoid",Protein,GeneID,6300,MAPK12,,TTD,
MeSH:D001172,GeneID:6347,Disease-Protein,Disease,MeSH,D001172,"Arthritis, Rheumatoid",Protein,GeneID,6347,CCL2,,TTD,
MeSH:D001172,GeneID:6850,Disease-Protein,Disease,MeSH,D001172,"Arthritis, Rheumatoid",Protein,GeneID,6850,SYK,,TTD,
MeSH:D001172,GeneID:6868,Disease-Protein,Disease,MeSH,D001172,"Arthritis, Rheumatoid",Protein,GeneID,6868,ADAM17,,TTD,
MeSH:D001172,GeneID:7124,Disease-Protein,Disease,MeSH,D001172,"Arthritis, Rheumatoid",Protein,GeneID,7124,TNF,,TTD,
MeSH:D001172,GeneID:7133,Disease-Protein,Disease,MeSH,D001172,"Arthritis, Rheumatoid",Protein,GeneID,7133,TNFRSF1B,,TTD,
MeSH:D001172,GeneID:727,Disease-Protein,Disease,MeSH,D001172,"Arthritis, Rheumatoid",Protein,GeneID,727,C5,,TTD,
MeSH:D001172,GeneID:729230,Disease-Protein,Disease,MeSH,D001172,"Arthritis, Rheumatoid",Protein,GeneID,729230,CCR2,,TTD,
MeSH:D001172,GeneID:7296,Disease-Protein,Disease,MeSH,D001172,"Arthritis, Rheumatoid",Protein,GeneID,7296,TXNRD1,,TTD,
MeSH:D001172,GeneID:7423,Disease-Protein,Disease,MeSH,D001172,"Arthritis, Rheumatoid",Protein,GeneID,7423,VEGFB,,TTD,
MeSH:D001172,GeneID:7850,Disease-Protein,Disease,MeSH,D001172,"Arthritis, Rheumatoid",Protein,GeneID,7850,IL1R2,,TTD,
MeSH:D001172,GeneID:8600,Disease-Protein,Disease,MeSH,D001172,"Arthritis, Rheumatoid",Protein,GeneID,8600,TNFSF11,,TTD,
MeSH:D001172,GeneID:8837,Disease-Protein,Disease,MeSH,D001172,"Arthritis, Rheumatoid",Protein,GeneID,8837,CFLAR,,TTD,
MeSH:D001172,GeneID:920,Disease-Protein,Disease,MeSH,D001172,"Arthritis, Rheumatoid",Protein,GeneID,920,CD4,,TTD,
MeSH:D001172,GeneID:931,Disease-Protein,Disease,MeSH,D001172,"Arthritis, Rheumatoid",Protein,GeneID,931,MS4A1,,TTD,
MeSH:D001172,GeneID:941,Disease-Protein,Disease,MeSH,D001172,"Arthritis, Rheumatoid",Protein,GeneID,941,CD80,,TTD,
MeSH:D001172,GeneID:942,Disease-Protein,Disease,MeSH,D001172,"Arthritis, Rheumatoid",Protein,GeneID,942,CD86,,TTD,
MeSH:D001172,GeneID:9536,Disease-Protein,Disease,MeSH,D001172,"Arthritis, Rheumatoid",Protein,GeneID,9536,PTGES,,TTD,
MeSH:D001172,GeneID:9641,Disease-Protein,Disease,MeSH,D001172,"Arthritis, Rheumatoid",Protein,GeneID,9641,IKBKE,,TTD,
MeSH:D001228,GeneID:1595,Disease-Protein,Disease,MeSH,D001228,Aspergillosis,Protein,GeneID,1595,CYP51A1,,TTD,
MeSH:D001249,GeneID:10800,Disease-Protein,Disease,MeSH,D001249,Asthma,Protein,GeneID,10800,CYSLTR1,,TTD,
MeSH:D001249,GeneID:11251,Disease-Protein,Disease,MeSH,D001249,Asthma,Protein,GeneID,11251,PTGDR2,,TTD,
MeSH:D001249,GeneID:1147,Disease-Protein,Disease,MeSH,D001249,Asthma,Protein,GeneID,1147,CHUK,,TTD,
MeSH:D001249,GeneID:1215,Disease-Protein,Disease,MeSH,D001249,Asthma,Protein,GeneID,1215,CMA1,,TTD,
MeSH:D001249,GeneID:1232,Disease-Protein,Disease,MeSH,D001249,Asthma,Protein,GeneID,1232,CCR3,,TTD,
MeSH:D001249,GeneID:1233,Disease-Protein,Disease,MeSH,D001249,Asthma,Protein,GeneID,1233,CCR4,,TTD,
MeSH:D001249,GeneID:1241,Disease-Protein,Disease,MeSH,D001249,Asthma,Protein,GeneID,1241,LTB4R,,TTD,
MeSH:D001249,GeneID:134,Disease-Protein,Disease,MeSH,D001249,Asthma,Protein,GeneID,134,ADORA1,,TTD,
MeSH:D001249,GeneID:136,Disease-Protein,Disease,MeSH,D001249,Asthma,Protein,GeneID,136,ADORA2B,,TTD,
MeSH:D001249,GeneID:142,Disease-Protein,Disease,MeSH,D001249,Asthma,Protein,GeneID,142,PARP1,,TTD,
MeSH:D001249,GeneID:153,Disease-Protein,Disease,MeSH,D001249,Asthma,Protein,GeneID,153,ADRB1,,TTD,
MeSH:D001249,GeneID:154,Disease-Protein,Disease,MeSH,D001249,Asthma,Protein,GeneID,154,ADRB2,,TTD,
MeSH:D001249,GeneID:1909,Disease-Protein,Disease,MeSH,D001249,Asthma,Protein,GeneID,1909,EDNRA,,TTD,
MeSH:D001249,GeneID:1910,Disease-Protein,Disease,MeSH,D001249,Asthma,Protein,GeneID,1910,EDNRB,,TTD,
MeSH:D001249,GeneID:1991,Disease-Protein,Disease,MeSH,D001249,Asthma,Protein,GeneID,1991,ELANE,,TTD,
MeSH:D001249,GeneID:23236,Disease-Protein,Disease,MeSH,D001249,Asthma,Protein,GeneID,23236,PLCB1,,TTD,
MeSH:D001249,GeneID:23430,Disease-Protein,Disease,MeSH,D001249,Asthma,Protein,GeneID,23430,TPSD1,,TTD,
MeSH:D001249,GeneID:240,Disease-Protein,Disease,MeSH,D001249,Asthma,Protein,GeneID,240,ALOX5,,TTD,
MeSH:D001249,GeneID:241,Disease-Protein,Disease,MeSH,D001249,Asthma,Protein,GeneID,241,ALOX5AP,,TTD,
MeSH:D001249,GeneID:2908,Disease-Protein,Disease,MeSH,D001249,Asthma,Protein,GeneID,2908,NR3C1,,TTD,
MeSH:D001249,GeneID:3269,Disease-Protein,Disease,MeSH,D001249,Asthma,Protein,GeneID,3269,HRH1,,TTD,
MeSH:D001249,GeneID:3383,Disease-Protein,Disease,MeSH,D001249,Asthma,Protein,GeneID,3383,ICAM1,,TTD,
MeSH:D001249,GeneID:3551,Disease-Protein,Disease,MeSH,D001249,Asthma,Protein,GeneID,3551,IKBKB,,TTD,
MeSH:D001249,GeneID:3565,Disease-Protein,Disease,MeSH,D001249,Asthma,Protein,GeneID,3565,IL4,,TTD,
MeSH:D001249,GeneID:3566,Disease-Protein,Disease,MeSH,D001249,Asthma,Protein,GeneID,3566,IL4R,,TTD,
MeSH:D001249,GeneID:3567,Disease-Protein,Disease,MeSH,D001249,Asthma,Protein,GeneID,3567,IL5,,TTD,
MeSH:D001249,GeneID:3577,Disease-Protein,Disease,MeSH,D001249,Asthma,Protein,GeneID,3577,CXCR1,,TTD,
MeSH:D001249,GeneID:3578,Disease-Protein,Disease,MeSH,D001249,Asthma,Protein,GeneID,3578,IL9,,TTD,
MeSH:D001249,GeneID:3579,Disease-Protein,Disease,MeSH,D001249,Asthma,Protein,GeneID,3579,CXCR2,,TTD,
MeSH:D001249,GeneID:3596,Disease-Protein,Disease,MeSH,D001249,Asthma,Protein,GeneID,3596,IL13,,TTD,
MeSH:D001249,GeneID:3676,Disease-Protein,Disease,MeSH,D001249,Asthma,Protein,GeneID,3676,ITGA4,,TTD,
MeSH:D001249,GeneID:3688,Disease-Protein,Disease,MeSH,D001249,Asthma,Protein,GeneID,3688,ITGB1,,TTD,
MeSH:D001249,GeneID:3702,Disease-Protein,Disease,MeSH,D001249,Asthma,Protein,GeneID,3702,ITK,,TTD,
MeSH:D001249,GeneID:3778,Disease-Protein,Disease,MeSH,D001249,Asthma,Protein,GeneID,3778,KCNMA1,,TTD,
MeSH:D001249,GeneID:3783,Disease-Protein,Disease,MeSH,D001249,Asthma,Protein,GeneID,3783,KCNN4,,TTD,
MeSH:D001249,GeneID:4056,Disease-Protein,Disease,MeSH,D001249,Asthma,Protein,GeneID,4056,LTC4S,,TTD,
MeSH:D001249,GeneID:5054,Disease-Protein,Disease,MeSH,D001249,Asthma,Protein,GeneID,5054,SERPINE1,,TTD,
MeSH:D001249,GeneID:5139,Disease-Protein,Disease,MeSH,D001249,Asthma,Protein,GeneID,5139,PDE3A,,TTD,
MeSH:D001249,GeneID:5141,Disease-Protein,Disease,MeSH,D001249,Asthma,Protein,GeneID,5141,PDE4A,,TTD,
MeSH:D001249,GeneID:5142,Disease-Protein,Disease,MeSH,D001249,Asthma,Protein,GeneID,5142,PDE4B,,TTD,
MeSH:D001249,GeneID:5144,Disease-Protein,Disease,MeSH,D001249,Asthma,Protein,GeneID,5144,PDE4D,,TTD,
MeSH:D001249,GeneID:54106,Disease-Protein,Disease,MeSH,D001249,Asthma,Protein,GeneID,54106,TLR9,,TTD,
MeSH:D001249,GeneID:5468,Disease-Protein,Disease,MeSH,D001249,Asthma,Protein,GeneID,5468,PPARG,,TTD,
MeSH:D001249,GeneID:57628,Disease-Protein,Disease,MeSH,D001249,Asthma,Protein,GeneID,57628,DPP10,,TTD,
MeSH:D001249,GeneID:59340,Disease-Protein,Disease,MeSH,D001249,Asthma,Protein,GeneID,59340,HRH4,,TTD,
MeSH:D001249,GeneID:6093,Disease-Protein,Disease,MeSH,D001249,Asthma,Protein,GeneID,6093,ROCK1,,TTD,
MeSH:D001249,GeneID:624,Disease-Protein,Disease,MeSH,D001249,Asthma,Protein,GeneID,624,BDKRB2,,TTD,
MeSH:D001249,GeneID:6401,Disease-Protein,Disease,MeSH,D001249,Asthma,Protein,GeneID,6401,SELE,,TTD,
MeSH:D001249,GeneID:6402,Disease-Protein,Disease,MeSH,D001249,Asthma,Protein,GeneID,6402,SELL,,TTD,
MeSH:D001249,GeneID:6850,Disease-Protein,Disease,MeSH,D001249,Asthma,Protein,GeneID,6850,SYK,,TTD,
MeSH:D001249,GeneID:6865,Disease-Protein,Disease,MeSH,D001249,Asthma,Protein,GeneID,6865,TACR2,,TTD,
MeSH:D001249,GeneID:6869,Disease-Protein,Disease,MeSH,D001249,Asthma,Protein,GeneID,6869,TACR1,,TTD,
MeSH:D001249,GeneID:6915,Disease-Protein,Disease,MeSH,D001249,Asthma,Protein,GeneID,6915,TBXA2R,,TTD,
MeSH:D001249,GeneID:6916,Disease-Protein,Disease,MeSH,D001249,Asthma,Protein,GeneID,6916,TBXAS1,,TTD,
MeSH:D001249,GeneID:7124,Disease-Protein,Disease,MeSH,D001249,Asthma,Protein,GeneID,7124,TNF,,TTD,
MeSH:D001249,GeneID:7293,Disease-Protein,Disease,MeSH,D001249,Asthma,Protein,GeneID,7293,TNFRSF4,,TTD,
MeSH:D001249,GeneID:80332,Disease-Protein,Disease,MeSH,D001249,Asthma,Protein,GeneID,80332,ADAM33,,TTD,
MeSH:D001249,GeneID:8566,Disease-Protein,Disease,MeSH,D001249,Asthma,Protein,GeneID,8566,PDXK,,TTD,
MeSH:D001249,GeneID:866,Disease-Protein,Disease,MeSH,D001249,Asthma,Protein,GeneID,866,SERPINA6,,TTD,
MeSH:D001254,GeneID:2322,Disease-Protein,Disease,MeSH,D001254,Astrocytoma,Protein,GeneID,2322,FLT3,,TTD,
MeSH:D001254,GeneID:7042,Disease-Protein,Disease,MeSH,D001254,Astrocytoma,Protein,GeneID,7042,TGFB2,,TTD,
MeSH:D001281,GeneID:134,Disease-Protein,Disease,MeSH,D001281,Atrial Fibrillation,Protein,GeneID,134,ADORA1,,TTD,
MeSH:D001281,GeneID:2147,Disease-Protein,Disease,MeSH,D001281,Atrial Fibrillation,Protein,GeneID,2147,F2,,TTD,
MeSH:D001281,GeneID:2159,Disease-Protein,Disease,MeSH,D001281,Atrial Fibrillation,Protein,GeneID,2159,F10,,TTD,
MeSH:D001281,GeneID:3741,Disease-Protein,Disease,MeSH,D001281,Atrial Fibrillation,Protein,GeneID,3741,KCNA5,,TTD,
MeSH:D001281,GeneID:476,Disease-Protein,Disease,MeSH,D001281,Atrial Fibrillation,Protein,GeneID,476,ATP1A1,,TTD,
MeSH:D001281,GeneID:477,Disease-Protein,Disease,MeSH,D001281,Atrial Fibrillation,Protein,GeneID,477,ATP1A2,,TTD,
MeSH:D001281,GeneID:775,Disease-Protein,Disease,MeSH,D001281,Atrial Fibrillation,Protein,GeneID,775,CACNA1C,,TTD,
MeSH:D001281,GeneID:79001,Disease-Protein,Disease,MeSH,D001281,Atrial Fibrillation,Protein,GeneID,79001,VKORC1,,TTD,
MeSH:D001282,GeneID:2159,Disease-Protein,Disease,MeSH,D001282,Atrial Flutter,Protein,GeneID,2159,F10,,TTD,
MeSH:D001282,GeneID:476,Disease-Protein,Disease,MeSH,D001282,Atrial Flutter,Protein,GeneID,476,ATP1A1,,TTD,
MeSH:D001282,GeneID:477,Disease-Protein,Disease,MeSH,D001282,Atrial Flutter,Protein,GeneID,477,ATP1A2,,TTD,
MeSH:D001289,GeneID:11255,Disease-Protein,Disease,MeSH,D001289,Attention Deficit Disorder with Hyperactivity,Protein,GeneID,11255,HRH3,,TTD,
MeSH:D001289,GeneID:1137,Disease-Protein,Disease,MeSH,D001289,Attention Deficit Disorder with Hyperactivity,Protein,GeneID,1137,CHRNA4,,TTD,
MeSH:D001289,GeneID:147,Disease-Protein,Disease,MeSH,D001289,Attention Deficit Disorder with Hyperactivity,Protein,GeneID,147,ADRA1B,,TTD,
MeSH:D001289,GeneID:150,Disease-Protein,Disease,MeSH,D001289,Attention Deficit Disorder with Hyperactivity,Protein,GeneID,150,ADRA2A,,TTD,
MeSH:D001289,GeneID:1813,Disease-Protein,Disease,MeSH,D001289,Attention Deficit Disorder with Hyperactivity,Protein,GeneID,1813,DRD2,,TTD,
MeSH:D001289,GeneID:6531,Disease-Protein,Disease,MeSH,D001289,Attention Deficit Disorder with Hyperactivity,Protein,GeneID,6531,SLC6A3,,TTD,
MeSH:D001327,GeneID:1031,Disease-Protein,Disease,MeSH,D001327,Autoimmune Diseases,Protein,GeneID,1031,CDKN2C,,TTD,
MeSH:D001327,GeneID:10673,Disease-Protein,Disease,MeSH,D001327,Autoimmune Diseases,Protein,GeneID,10673,TNFSF13B,,TTD,
MeSH:D001327,GeneID:1230,Disease-Protein,Disease,MeSH,D001327,Autoimmune Diseases,Protein,GeneID,1230,CCR1,,TTD,
MeSH:D001327,GeneID:1514,Disease-Protein,Disease,MeSH,D001327,Autoimmune Diseases,Protein,GeneID,1514,CTSL,,TTD,
MeSH:D001327,GeneID:1520,Disease-Protein,Disease,MeSH,D001327,Autoimmune Diseases,Protein,GeneID,1520,CTSS,,TTD,
MeSH:D001327,GeneID:1719,Disease-Protein,Disease,MeSH,D001327,Autoimmune Diseases,Protein,GeneID,1719,DHFR,,TTD,
MeSH:D001327,GeneID:1723,Disease-Protein,Disease,MeSH,D001327,Autoimmune Diseases,Protein,GeneID,1723,DHODH,,TTD,
MeSH:D001327,GeneID:1803,Disease-Protein,Disease,MeSH,D001327,Autoimmune Diseases,Protein,GeneID,1803,DPP4,,TTD,
MeSH:D001327,GeneID:1901,Disease-Protein,Disease,MeSH,D001327,Autoimmune Diseases,Protein,GeneID,1901,S1PR1,,TTD,
MeSH:D001327,GeneID:2217,Disease-Protein,Disease,MeSH,D001327,Autoimmune Diseases,Protein,GeneID,2217,FCGRT,,TTD,
MeSH:D001327,GeneID:2322,Disease-Protein,Disease,MeSH,D001327,Autoimmune Diseases,Protein,GeneID,2322,FLT3,,TTD,
MeSH:D001327,GeneID:2833,Disease-Protein,Disease,MeSH,D001327,Autoimmune Diseases,Protein,GeneID,2833,CXCR3,,TTD,
MeSH:D001327,GeneID:30009,Disease-Protein,Disease,MeSH,D001327,Autoimmune Diseases,Protein,GeneID,30009,TBX21,,TTD,
MeSH:D001327,GeneID:3376,Disease-Protein,Disease,MeSH,D001327,Autoimmune Diseases,Protein,GeneID,3376,IARS,,TTD,
MeSH:D001327,GeneID:3383,Disease-Protein,Disease,MeSH,D001327,Autoimmune Diseases,Protein,GeneID,3383,ICAM1,,TTD,
MeSH:D001327,GeneID:3551,Disease-Protein,Disease,MeSH,D001327,Autoimmune Diseases,Protein,GeneID,3551,IKBKB,,TTD,
MeSH:D001327,GeneID:3592,Disease-Protein,Disease,MeSH,D001327,Autoimmune Diseases,Protein,GeneID,3592,IL12A,,TTD,
MeSH:D001327,GeneID:3606,Disease-Protein,Disease,MeSH,D001327,Autoimmune Diseases,Protein,GeneID,3606,IL18,,TTD,
MeSH:D001327,GeneID:3738,Disease-Protein,Disease,MeSH,D001327,Autoimmune Diseases,Protein,GeneID,3738,KCNA3,,TTD,
MeSH:D001327,GeneID:3778,Disease-Protein,Disease,MeSH,D001327,Autoimmune Diseases,Protein,GeneID,3778,KCNMA1,,TTD,
MeSH:D001327,GeneID:3783,Disease-Protein,Disease,MeSH,D001327,Autoimmune Diseases,Protein,GeneID,3783,KCNN4,,TTD,
MeSH:D001327,GeneID:4669,Disease-Protein,Disease,MeSH,D001327,Autoimmune Diseases,Protein,GeneID,4669,NAGLU,,TTD,
MeSH:D001327,GeneID:51135,Disease-Protein,Disease,MeSH,D001327,Autoimmune Diseases,Protein,GeneID,51135,IRAK4,,TTD,
MeSH:D001327,GeneID:51284,Disease-Protein,Disease,MeSH,D001327,Autoimmune Diseases,Protein,GeneID,51284,TLR7,,TTD,
MeSH:D001327,GeneID:5286,Disease-Protein,Disease,MeSH,D001327,Autoimmune Diseases,Protein,GeneID,5286,PIK3C2A,,TTD,
MeSH:D001327,GeneID:5329,Disease-Protein,Disease,MeSH,D001327,Autoimmune Diseases,Protein,GeneID,5329,PLAUR,,TTD,
MeSH:D001327,GeneID:54106,Disease-Protein,Disease,MeSH,D001327,Autoimmune Diseases,Protein,GeneID,54106,TLR9,,TTD,
MeSH:D001327,GeneID:5468,Disease-Protein,Disease,MeSH,D001327,Autoimmune Diseases,Protein,GeneID,5468,PPARG,,TTD,
MeSH:D001327,GeneID:5970,Disease-Protein,Disease,MeSH,D001327,Autoimmune Diseases,Protein,GeneID,5970,RELA,,TTD,
MeSH:D001327,GeneID:64146,Disease-Protein,Disease,MeSH,D001327,Autoimmune Diseases,Protein,GeneID,64146,PDF,,TTD,
MeSH:D001327,GeneID:706,Disease-Protein,Disease,MeSH,D001327,Autoimmune Diseases,Protein,GeneID,706,TSPO,,TTD,
MeSH:D001327,GeneID:7293,Disease-Protein,Disease,MeSH,D001327,Autoimmune Diseases,Protein,GeneID,7293,TNFRSF4,,TTD,
MeSH:D001327,GeneID:7433,Disease-Protein,Disease,MeSH,D001327,Autoimmune Diseases,Protein,GeneID,7433,VIPR1,,TTD,
MeSH:D001327,GeneID:8722,Disease-Protein,Disease,MeSH,D001327,Autoimmune Diseases,Protein,GeneID,8722,CTSF,,TTD,
MeSH:D001327,GeneID:959,Disease-Protein,Disease,MeSH,D001327,Autoimmune Diseases,Protein,GeneID,959,CD40LG,,TTD,
MeSH:D001327,GeneID:960,Disease-Protein,Disease,MeSH,D001327,Autoimmune Diseases,Protein,GeneID,960,CD44,,TTD,
MeSH:D001327,GeneID:961,Disease-Protein,Disease,MeSH,D001327,Autoimmune Diseases,Protein,GeneID,961,CD47,,TTD,
MeSH:D001327,GeneID:970,Disease-Protein,Disease,MeSH,D001327,Autoimmune Diseases,Protein,GeneID,970,CD70,,TTD,
MeSH:D001424,GeneID:1719,Disease-Protein,Disease,MeSH,D001424,Bacterial Infections,Protein,GeneID,1719,DHFR,,TTD,
MeSH:D001424,GeneID:64146,Disease-Protein,Disease,MeSH,D001424,Bacterial Infections,Protein,GeneID,64146,PDF,,TTD,
MeSH:D001471,GeneID:7124,Disease-Protein,Disease,MeSH,D001471,Barrett Esophagus,Protein,GeneID,7124,TNF,,TTD,
MeSH:D001523,GeneID:1813,Disease-Protein,Disease,MeSH,D001523,Mental Disorders,Protein,GeneID,1813,DRD2,,TTD,
MeSH:D001523,GeneID:1814,Disease-Protein,Disease,MeSH,D001523,Mental Disorders,Protein,GeneID,1814,DRD3,,TTD,
MeSH:D001523,GeneID:1815,Disease-Protein,Disease,MeSH,D001523,Mental Disorders,Protein,GeneID,1815,DRD4,,TTD,
MeSH:D001523,GeneID:316,Disease-Protein,Disease,MeSH,D001523,Mental Disorders,Protein,GeneID,316,AOX1,,TTD,
MeSH:D001523,GeneID:3360,Disease-Protein,Disease,MeSH,D001523,Mental Disorders,Protein,GeneID,3360,HTR4,,TTD,
MeSH:D001523,GeneID:7174,Disease-Protein,Disease,MeSH,D001523,Mental Disorders,Protein,GeneID,7174,TPP2,,TTD,
MeSH:D001528,GeneID:4986,Disease-Protein,Disease,MeSH,D001528,Behcet Syndrome,Protein,GeneID,4986,OPRK1,,TTD,
MeSH:D001528,GeneID:7124,Disease-Protein,Disease,MeSH,D001528,Behcet Syndrome,Protein,GeneID,7124,TNF,,TTD,
MeSH:D001714,GeneID:11165,Disease-Protein,Disease,MeSH,D001714,Bipolar Disorder,Protein,GeneID,11165,NUDT3,,TTD,
MeSH:D001714,GeneID:1132,Disease-Protein,Disease,MeSH,D001714,Bipolar Disorder,Protein,GeneID,1132,CHRM4,,TTD,
MeSH:D001714,GeneID:1813,Disease-Protein,Disease,MeSH,D001714,Bipolar Disorder,Protein,GeneID,1813,DRD2,,TTD,
MeSH:D001714,GeneID:284111,Disease-Protein,Disease,MeSH,D001714,Bipolar Disorder,Protein,GeneID,284111,SLC13A5,,TTD,
MeSH:D001714,GeneID:2932,Disease-Protein,Disease,MeSH,D001714,Bipolar Disorder,Protein,GeneID,2932,GSK3B,,TTD,
MeSH:D001714,GeneID:3356,Disease-Protein,Disease,MeSH,D001714,Bipolar Disorder,Protein,GeneID,3356,HTR2A,,TTD,
MeSH:D001714,GeneID:3361,Disease-Protein,Disease,MeSH,D001714,Bipolar Disorder,Protein,GeneID,3361,HTR5A,,TTD,
MeSH:D001714,GeneID:3613,Disease-Protein,Disease,MeSH,D001714,Bipolar Disorder,Protein,GeneID,3613,IMPA2,,TTD,
MeSH:D001714,GeneID:3628,Disease-Protein,Disease,MeSH,D001714,Bipolar Disorder,Protein,GeneID,3628,INPP1,,TTD,
MeSH:D001745,GeneID:1131,Disease-Protein,Disease,MeSH,D001745,Urinary Bladder Diseases,Protein,GeneID,1131,CHRM3,,TTD,
MeSH:D001745,GeneID:2263,Disease-Protein,Disease,MeSH,D001745,Urinary Bladder Diseases,Protein,GeneID,2263,FGFR2,,TTD,
MeSH:D001749,GeneID:1020,Disease-Protein,Disease,MeSH,D001749,Urinary Bladder Neoplasms,Protein,GeneID,1020,CDK5,,TTD,
MeSH:D001749,GeneID:128869,Disease-Protein,Disease,MeSH,D001749,Urinary Bladder Neoplasms,Protein,GeneID,128869,PIGU,,TTD,
MeSH:D001749,GeneID:1728,Disease-Protein,Disease,MeSH,D001749,Urinary Bladder Neoplasms,Protein,GeneID,1728,NQO1,,TTD,
